AFFGEOID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape,Shape.STArea(),Shape.STLength()
0500000US39039,39,OHIO,OH,Defiance,39039,"Defiance County, Ohio",411.44956811,38795.0,0.0,16742.0,123.0,15332.0,263.0,5119.0,640.0,1689.0,248.0,23539.0,724.0,2822.0,268.0,6214.0,52.0,9315.0,30.0,5072.0,419.0,1567.0,240.8,4939.0,24.0,258.0,152.0,512.0,144.0,988.0,173.0,233.0,86.7,828.0,170.0,713.0,251.0,13.5,1.7,8.6,1.2,23539.0,724.0,10.9,1.0,16.0,0.1,24.0,0.1,13.2,1.1,10.2,1.6,12.7,0.1,0.7,0.4,3.1,0.9,5.9,1.0,1.5,0.6,5.4,1.1,1.8,0.6,0.2989,0.4138,0.4713,0.3678,1.5517,0.3448,0.5517,0.6437,0.2989,0.7931,2.2874,0.7241,0.8276,0.7471,1.5747,0.8391,0.4138,0.4483,0.6667,0.2529,0.4598,2.2414,0.3333,7.6552,0.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4182.0,482.0,10.9,1.2,38915.0,"(-84.49047483599412, 41.32391658868772)",0.11535745259158758,1.6737056623375428
0500000US39095,39,OHIO,OH,Lucas,39095,"Lucas County, Ohio",340.85567033,438167.0,0.0,202323.0,318.0,178121.0,967.0,90339.0,2844.0,26931.0,1107.0,24683.0,335.0,33474.0,1203.0,60559.0,0.0,102958.0,0.0,64585.0,1636.0,21742.0,881.7,129961.0,222.0,2562.0,376.5,23298.0,1048.4,4879.0,446.0,1767.0,299.2,19302.0,738.0,9933.0,703.0,21.1,0.7,12.3,0.5,24683.0,335.0,11.6,0.4,13.8,0.0,23.5,0.0,14.9,0.4,12.2,0.5,29.7,0.1,0.6,0.1,11.5,0.5,2.4,0.2,1.0,0.2,10.8,0.4,2.3,0.2,0.9195,0.9425,0.3218,0.4713,2.6552,0.7241,0.1724,0.4828,0.5862,0.9885,2.2299,0.6552,0.9655,0.6782,1.6437,0.8966,0.9655,0.1609,0.2759,0.9655,0.5747,2.9425,0.7126,9.4713,0.8621,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,50150.0,2346.0,11.6,0.5,479637.0,"(-83.65655064601188, 41.62054361784616)",0.09815164507468914,1.979386347877749
0500000US39115,39,OHIO,OH,Morgan,39115,"Morgan County, Ohio",416.42320049,14977.0,0.0,7858.0,40.0,6056.0,219.0,2851.0,414.0,577.0,150.0,21010.0,2109.0,1410.0,167.0,2733.0,35.0,3384.0,30.0,2733.0,254.0,480.0,123.4,1093.0,22.0,25.0,73.0,161.0,46.9,1659.0,222.0,111.0,55.4,392.0,99.0,186.0,89.0,19.5,2.8,9.0,2.3,21010.0,2109.0,13.5,1.6,18.2,0.2,22.6,0.2,18.5,1.7,7.9,2.0,7.3,0.1,0.2,0.5,2.0,0.6,21.1,2.8,1.8,0.9,6.5,1.6,1.2,0.6,0.8851,0.5057,0.8161,0.7241,2.931,0.8046,0.8851,0.2989,0.8851,0.2414,2.3103,0.7471,0.5517,0.1839,0.7356,0.2874,0.2874,0.9425,0.8506,0.4483,0.2414,2.7701,0.6092,8.7471,0.7471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1988.0,298.0,13.4,2.0,12638.0,"(-81.8526722143366, 39.62037593029601)",0.11458630568008142,1.6844800809502456
0500000US39043,39,OHIO,OH,Erie,39043,"Erie County, Ohio",251.59523197,76416.0,0.0,37777.0,130.0,31998.0,519.0,9543.0,956.0,3340.0,406.0,26909.0,941.0,5441.0,527.0,14041.0,81.0,16397.0,68.0,10936.0,596.0,2824.0,333.8,11929.0,103.0,301.0,131.5,2426.0,320.3,1438.0,252.0,295.0,124.6,2258.0,288.0,1450.0,260.0,12.7,1.3,8.6,1.0,26909.0,941.0,10.1,1.0,18.4,0.1,21.5,0.1,14.5,0.8,8.8,1.0,15.6,0.1,0.4,0.2,6.4,0.8,3.8,0.7,0.9,0.4,7.1,0.9,1.9,0.3,0.2069,0.4138,0.1954,0.2069,1.023,0.1839,0.908,0.1494,0.5517,0.4713,2.0805,0.5172,0.8851,0.5057,1.3908,0.7816,0.8046,0.2069,0.2184,0.6207,0.4828,2.3333,0.3793,6.8276,0.3678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7997.0,802.0,10.6,1.1,81301.0,"(-82.61966439243704, 41.36466153890492)",0.07211868461856265,1.7516002039080505
0500000US39061,39,OHIO,OH,Hamilton,39061,"Hamilton County, Ohio",405.90600054,803272.0,0.0,377018.0,520.0,329062.0,1560.0,144831.0,3817.0,40144.0,1534.0,30062.0,303.0,57814.0,1765.0,109876.0,13.0,187740.0,105.0,98909.0,1912.0,36938.0,1136.7,264583.0,372.0,8265.0,859.0,63809.0,1553.8,3586.0,375.0,4936.0,490.2,40831.0,1355.0,18111.0,1158.0,18.4,0.5,9.6,0.4,30062.0,303.0,10.8,0.3,13.7,0.1,23.4,0.0,12.4,0.2,11.2,0.3,32.9,0.0,1.1,0.1,16.9,0.4,1.0,0.1,1.5,0.1,12.4,0.4,2.3,0.1,0.7356,0.5862,0.0575,0.3448,1.7241,0.4253,0.1264,0.4598,0.2184,0.931,1.7356,0.2989,0.977,0.8966,1.8736,0.977,0.9885,0.0115,0.6437,0.977,0.5632,3.1839,0.8391,8.5172,0.6897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,86051.0,2612.0,10.8,0.3,960071.0,"(-84.54277995533144, 39.195538644857066)",0.11142309136104088,1.743744680672124
0500000US39073,39,OHIO,OH,Hocking,39073,"Hocking County, Ohio",421.3255955,29111.0,0.0,13367.0,81.0,11426.0,287.0,4773.0,668.0,1320.0,194.0,21253.0,926.0,2620.0,280.0,4730.0,49.0,6887.0,95.0,4647.0,375.0,930.0,192.6,925.0,15.0,76.0,85.9,265.0,93.4,2548.0,261.0,217.0,90.1,631.0,142.0,703.0,175.0,16.8,2.4,9.7,1.5,21253.0,926.0,13.1,1.4,16.2,0.2,23.7,0.3,16.3,1.3,8.1,1.7,3.2,0.1,0.3,0.3,2.0,0.7,19.1,2.0,1.9,0.8,5.5,1.2,2.4,0.6,0.5977,0.6322,0.7816,0.6437,2.6552,0.7241,0.6092,0.5517,0.7471,0.2989,2.2069,0.6437,0.092,0.2989,0.3908,0.1264,0.2299,0.9195,0.8621,0.2989,0.6207,2.931,0.7011,8.1839,0.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3700.0,463.0,13.0,1.6,23512.0,"(-82.4792587251364, 39.49706417989027)",0.11489658734210063,1.7524526141869692
0500000US39117,39,OHIO,OH,Morrow,39117,"Morrow County, Ohio",406.13337331,34991.0,0.0,14117.0,64.0,12640.0,338.0,4608.0,863.0,1430.0,258.0,22825.0,888.0,2967.0,363.0,5081.0,34.0,8878.0,123.0,4810.0,488.0,1116.0,243.6,1233.0,24.0,167.0,136.3,191.0,86.3,2145.0,362.0,204.0,108.4,689.0,193.0,392.0,122.0,13.4,2.5,8.3,1.5,22825.0,888.0,12.6,1.5,14.5,0.1,25.4,0.4,13.9,1.4,8.8,1.9,3.5,0.1,0.5,0.4,1.4,0.6,15.2,2.6,1.6,0.9,5.5,1.5,1.1,0.3,0.2759,0.3678,0.5632,0.5517,1.7586,0.4713,0.2644,0.908,0.4483,0.4828,2.1034,0.5287,0.1379,0.6092,0.7471,0.3103,0.069,0.8161,0.7356,0.2989,0.1839,2.1034,0.2874,6.7126,0.3448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3838.0,742.0,11.1,2.1,23847.0,"(-82.79407722153792, 40.524079365975595)",0.11206711011160449,1.5465772485756994
0500000US39167,39,OHIO,OH,Washington,39167,"Washington County, Ohio",631.97145128,61473.0,0.0,28197.0,178.0,24923.0,424.0,9859.0,881.0,2430.0,343.0,23933.0,914.0,4746.0,441.0,11316.0,118.0,12465.0,89.0,11367.0,622.0,1538.0,232.7,2737.0,51.0,122.0,138.9,1327.0,212.2,3367.0,290.0,264.0,108.8,1561.0,238.0,1684.0,409.0,16.6,1.5,8.6,1.2,23933.0,914.0,10.9,1.0,18.4,0.2,20.3,0.1,18.7,1.0,6.2,0.9,4.5,0.1,0.2,0.2,4.7,0.8,11.9,1.0,1.1,0.4,6.3,0.9,2.7,0.7,0.5862,0.4138,0.3793,0.3678,1.7471,0.4598,0.908,0.069,0.908,0.046,1.931,0.4023,0.2759,0.2069,0.4828,0.1724,0.6552,0.7356,0.3333,0.4138,0.6782,2.8161,0.6437,6.977,0.4023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6552.0,647.0,10.8,1.1,59744.0,"(-81.49528558030394, 39.45531544880074)",0.17344014031073585,2.4824388390113072
0500000US39171,39,OHIO,OH,Williams,39171,"Williams County, Ohio",420.96527739,37493.0,0.0,16593.0,116.0,15001.0,269.0,5257.0,724.0,1799.0,300.0,21413.0,544.0,2845.0,297.0,6281.0,57.0,8666.0,81.0,5025.0,350.0,1363.0,212.8,2469.0,21.0,248.0,115.5,300.0,124.8,1173.0,162.0,170.0,79.1,758.0,188.0,1236.0,269.0,14.5,2.0,9.8,1.6,21413.0,544.0,11.0,1.1,16.8,0.2,23.1,0.2,13.8,1.0,9.1,1.4,6.6,0.1,0.7,0.3,1.8,0.8,7.1,1.0,1.1,0.5,5.1,1.2,3.3,0.7,0.4023,0.6897,0.7701,0.4253,2.2874,0.6092,0.7126,0.3908,0.4023,0.5517,2.0575,0.4713,0.4713,0.7356,1.2069,0.6437,0.1609,0.5517,0.4138,0.1839,0.7471,2.0575,0.2759,7.6092,0.4943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3745.0,453.0,10.3,1.2,36474.0,"(-84.58815806350506, 41.56031516680307)",0.1183062254812889,1.472911667924567
0500000US39035,39,OHIO,OH,Cuyahoga,39035,"Cuyahoga County, Ohio",457.14494947,1267513.0,0.0,619863.0,713.0,534721.0,2402.0,230111.0,4175.0,74098.0,1814.0,27892.0,221.0,106332.0,2055.0,201715.0,37.0,279120.0,18.0,178835.0,2755.0,58454.0,1447.8,497913.0,279.0,21840.0,1121.0,109576.0,1574.1,3501.0,369.0,5186.0,468.3,73370.0,1500.0,28270.0,1301.0,18.5,0.3,11.4,0.3,27892.0,221.0,12.2,0.2,15.9,0.1,22.0,0.0,14.3,0.2,10.9,0.3,39.3,0.0,1.8,0.1,17.7,0.3,0.6,0.1,1.0,0.1,13.7,0.3,2.2,0.1,0.7586,0.8851,0.1494,0.5287,2.3218,0.6207,0.4943,0.2184,0.5287,0.8966,2.1379,0.5862,1.0,0.977,1.977,0.9885,1.0,0.0,0.2529,0.9885,0.5517,2.7931,0.6207,9.2299,0.8161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,135469.0,3269.0,10.8,0.3,1484440.0,"(-81.6586481917561, 41.4244412232045)",0.1281748394364855,1.9245309234748391
0500000US39047,39,OHIO,OH,Fayette,39047,"Fayette County, Ohio",406.35637076,28875.0,0.0,12671.0,55.0,11532.0,233.0,5142.0,588.0,1369.0,212.0,21033.0,845.0,3140.0,332.0,4541.0,51.0,7003.0,21.0,4646.0,416.0,1342.0,222.9,1907.0,51.0,213.0,131.4,231.0,77.0,571.0,138.0,153.0,89.0,752.0,147.0,524.0,117.0,18.2,2.1,10.0,1.5,21033.0,845.0,16.0,1.7,15.7,0.2,24.3,0.1,16.4,1.5,11.6,1.9,6.6,0.2,0.8,0.5,1.8,0.6,4.5,1.1,1.3,0.8,6.5,1.3,1.8,0.4,0.7241,0.7241,0.8046,0.8621,3.1149,0.8506,0.4713,0.7011,0.7586,0.954,2.8851,0.9655,0.4828,0.7701,1.2529,0.6782,0.1839,0.2874,0.5402,0.4483,0.4368,1.8966,0.2299,9.1494,0.7931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4081.0,436.0,14.4,1.5,25859.0,"(-83.4560872226053, 39.55987567171533)",0.11045480423596486,1.4022241944425178
0500000US39159,39,OHIO,OH,Union,39159,"Union County, Ohio",431.74216375,53090.0,0.0,19650.0,144.0,18291.0,295.0,3923.0,600.0,1479.0,281.0,28648.0,1072.0,2948.0,365.0,5499.0,111.0,13953.0,36.0,5602.0,497.0,1547.0,270.5,4460.0,60.0,113.0,107.2,871.0,196.6,762.0,165.0,204.0,96.0,943.0,210.0,3229.0,397.0,7.9,1.2,5.6,1.1,28648.0,1072.0,8.4,1.0,10.4,0.2,26.3,0.1,11.2,1.0,8.5,1.5,8.4,0.1,0.2,0.2,4.4,1.0,3.9,0.8,1.1,0.5,5.2,1.1,6.1,0.7,0.046,0.046,0.1149,0.1034,0.3103,0.0575,0.0,0.954,0.092,0.3793,1.4253,0.1264,0.5862,0.2184,0.8046,0.3678,0.6092,0.2184,0.3793,0.2184,0.9195,2.3448,0.3908,4.8851,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3999.0,493.0,8.0,1.0,54778.0,"(-83.37156686371412, 40.29941070121338)",0.1198478084798079,1.5293800111495393
0500000US39069,39,OHIO,OH,Henry,39069,"Henry County, Ohio",416.01001112,28074.0,0.0,11946.0,75.0,11075.0,176.0,3492.0,540.0,1110.0,188.0,24604.0,847.0,1846.0,233.0,4646.0,20.0,6884.0,44.0,3626.0,293.0,968.0,188.8,2508.0,13.0,65.0,80.7,204.0,91.6,756.0,136.0,116.0,47.7,511.0,114.0,484.0,157.0,12.7,2.0,7.7,1.3,24604.0,847.0,9.7,1.2,16.5,0.1,24.5,0.2,13.1,1.0,8.7,1.7,8.9,0.0,0.2,0.3,1.7,0.8,6.3,1.1,1.0,0.4,4.6,1.0,1.7,0.6,0.2069,0.2184,0.3333,0.1954,0.954,0.1724,0.6667,0.7471,0.2759,0.4598,2.1494,0.6092,0.6092,0.2759,0.8851,0.4253,0.1264,0.4943,0.3218,0.092,0.4253,1.4598,0.092,5.4483,0.1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296.0,366.0,8.3,1.3,26734.0,"(-84.06822715172017, 41.33387935639078)",0.1169267694717373,1.5595605394882248
0500000US39123,39,OHIO,OH,Ottawa,39123,"Ottawa County, Ohio",254.93371929,41304.0,0.0,27950.0,100.0,17366.0,354.0,4204.0,503.0,1344.0,229.0,28703.0,834.0,2347.0,288.0,8400.0,43.0,8275.0,54.0,6391.0,447.0,1245.0,204.2,2957.0,64.0,134.0,113.2,1148.0,224.8,3470.0,336.0,107.0,51.2,888.0,169.0,760.0,206.0,10.3,1.2,6.5,1.1,28703.0,834.0,7.7,0.9,20.3,0.1,20.0,0.1,15.7,1.1,7.2,1.2,7.2,0.2,0.3,0.3,4.1,0.8,12.4,1.2,0.6,0.3,5.1,1.0,1.8,0.5,0.1034,0.092,0.1034,0.069,0.3678,0.069,0.977,0.0575,0.6667,0.1609,1.8621,0.3563,0.5402,0.3908,0.931,0.4598,0.5977,0.7471,0.023,0.1839,0.4713,2.023,0.2644,5.1839,0.1264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3870.0,508.0,9.5,1.2,38728.0,"(-83.14003974922129, 41.53771379592032)",0.07500353088476189,2.276746257796576
0500000US39017,39,OHIO,OH,Butler,39017,"Butler County, Ohio",466.97910563,371154.0,0.0,148786.0,460.0,134934.0,922.0,49512.0,2055.0,15587.0,959.0,27394.0,341.0,24421.0,1034.0,45773.0,46.0,91496.0,0.0,41717.0,990.0,13171.0,725.3,61836.0,375.0,4429.0,640.1,13372.0,736.5,4238.0,480.0,2056.0,321.6,7531.0,535.0,11453.0,1116.0,13.8,0.6,8.2,0.5,27394.0,341.0,10.4,0.4,12.3,0.1,24.7,0.0,11.3,0.3,9.8,0.5,16.7,0.1,1.3,0.2,9.0,0.5,2.8,0.3,1.5,0.2,5.6,0.4,3.1,0.3,0.3218,0.3563,0.1609,0.2529,1.092,0.2069,0.069,0.8046,0.1034,0.6897,1.6667,0.2414,0.8966,0.931,1.8276,0.9425,0.8736,0.1724,0.6782,0.3333,0.7011,2.7586,0.5977,7.3448,0.4598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35979.0,1642.0,9.8,0.4,360351.0,"(-84.57557167666569, 39.43862674851723)",0.12733389201421644,1.5471598554585995
0500000US39019,39,OHIO,OH,Carroll,39019,"Carroll County, Ohio",394.60827571,28539.0,0.0,13636.0,69.0,10922.0,283.0,4494.0,735.0,1043.0,185.0,22359.0,923.0,2713.0,294.0,5153.0,83.0,6276.0,85.0,3895.0,350.0,690.0,156.7,893.0,21.0,135.0,107.8,114.0,56.6,1809.0,256.0,315.0,136.0,647.0,155.0,433.0,143.0,15.9,2.6,7.8,1.4,22359.0,923.0,13.4,1.5,18.1,0.3,22.0,0.3,13.8,1.2,6.3,1.4,3.1,0.1,0.5,0.4,0.8,0.4,13.3,1.9,2.9,1.2,5.9,1.4,1.5,0.5,0.5287,0.2644,0.6667,0.6782,2.1379,0.5402,0.8621,0.2069,0.4023,0.0575,1.5287,0.1494,0.069,0.5747,0.6437,0.2184,0.0,0.7586,0.977,0.3793,0.3563,2.4713,0.4713,6.7816,0.3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4016.0,712.0,14.2,2.5,22007.0,"(-81.08971693204914, 40.57957772648056)",0.1099042497865236,1.514529396751963
0500000US39025,39,OHIO,OH,Clermont,39025,"Clermont County, Ohio",452.10943035,199450.0,0.0,81342.0,171.0,74187.0,690.0,20766.0,1529.0,6729.0,599.0,28708.0,510.0,15057.0,811.0,25642.0,113.0,49657.0,15.0,24720.0,938.0,6256.0,608.1,11238.0,325.0,579.0,187.8,8472.0,622.5,4803.0,418.0,801.0,199.2,3444.0,382.0,1697.0,388.0,10.5,0.8,6.5,0.6,28708.0,510.0,11.3,0.6,12.9,0.1,24.9,0.0,12.5,0.5,8.4,0.8,5.6,0.2,0.3,0.1,10.4,0.8,5.9,0.5,1.1,0.3,4.6,0.5,0.9,0.2,0.1149,0.092,0.092,0.4368,0.7356,0.1264,0.0805,0.8506,0.2299,0.3678,1.5287,0.1494,0.3793,0.3333,0.7126,0.2644,0.9425,0.4483,0.3448,0.092,0.0345,1.8621,0.2184,4.8391,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19611.0,1181.0,9.9,0.6,159010.0,"(-84.15185072568997, 39.04746417933463)",0.12383143132611817,1.5117075512382774
0500000US39029,39,OHIO,OH,Columbiana,39029,"Columbiana County, Ohio",531.93108176,106622.0,0.0,46860.0,195.0,42184.0,600.0,16627.0,1207.0,5056.0,489.0,22573.0,678.0,9685.0,707.0,18507.0,89.0,22687.0,0.0,16966.0,931.0,3572.0,390.9,5836.0,91.0,425.0,180.5,1801.0,259.5,4516.0,404.0,536.0,153.8,3164.0,332.0,3868.0,446.0,16.2,1.2,9.8,0.9,22573.0,678.0,12.8,0.9,17.4,0.1,21.3,0.0,16.5,0.9,8.5,0.9,5.5,0.1,0.4,0.2,3.8,0.6,9.6,0.9,1.3,0.4,7.5,0.8,3.6,0.4,0.5517,0.6897,0.6322,0.6092,2.4828,0.6667,0.8276,0.1264,0.7701,0.3908,2.1149,0.5402,0.3448,0.5172,0.8621,0.4023,0.5402,0.7011,0.4943,0.6667,0.7931,3.1954,0.8506,8.6552,0.7356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12712.0,996.0,12.3,1.0,95848.0,"(-80.77719635762129, 40.768425136696116)",0.14770124604145318,1.7977487756108648
0500000US39045,39,OHIO,OH,Fairfield,39045,"Fairfield County, Ohio",504.41018565,148067.0,0.0,59107.0,148.0,54581.0,510.0,15791.0,1200.0,5451.0,497.0,28099.0,626.0,8294.0,590.0,19707.0,166.0,37409.0,0.0,18840.0,804.0,5228.0,466.7,17150.0,81.0,721.0,239.7,3072.0,385.7,1834.0,276.0,870.0,208.6,2780.0,349.0,2708.0,354.0,10.9,0.8,7.3,0.7,28099.0,626.0,8.4,0.6,13.3,0.1,25.3,0.0,13.0,0.6,9.6,0.9,11.6,0.1,0.5,0.2,5.2,0.7,3.1,0.5,1.6,0.4,5.1,0.6,1.8,0.2,0.1264,0.1724,0.1379,0.1034,0.5402,0.092,0.1149,0.8966,0.2644,0.6207,1.8966,0.3793,0.7701,0.6207,1.3908,0.7816,0.7126,0.1839,0.7241,0.1839,0.4483,2.2529,0.3563,6.0805,0.2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11882.0,1019.0,8.2,0.7,119507.0,"(-82.63058115057008, 39.75162985341662)",0.13841271785131154,1.7351739059646412
0500000US39055,39,OHIO,OH,Geauga,39055,"Geauga County, Ohio",400.16744567,93819.0,0.0,36656.0,139.0,34753.0,314.0,7367.0,854.0,2418.0,257.0,35407.0,1019.0,5679.0,451.0,15756.0,123.0,23427.0,0.0,9016.0,553.0,1977.0,312.2,3835.0,62.0,711.0,171.6,1169.0,244.2,1288.0,157.0,589.0,115.4,2601.0,226.0,887.0,245.0,7.9,0.9,5.0,0.5,35407.0,1019.0,9.0,0.7,16.8,0.1,25.0,0.0,9.7,0.6,5.7,0.9,4.1,0.1,0.8,0.2,3.2,0.7,3.5,0.4,1.7,0.3,7.5,0.6,0.9,0.3,0.046,0.023,0.0115,0.1494,0.2299,0.0345,0.7126,0.8736,0.046,0.0345,1.6667,0.2414,0.2069,0.7931,1.0,0.5057,0.4368,0.1954,0.7471,0.6667,0.069,2.1149,0.2989,5.0115,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10621.0,907.0,11.4,1.0,79561.0,"(-81.17863661994741, 41.49955301357461)",0.11405612391467779,1.5414856225239455
