AFFGEOID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape,Shape.STArea(),Shape.STLength()
0500000US39091,39,OHIO,OH,Logan,39091,"Logan County, Ohio",458.43313323,45564.0,0.0,23152.0,98.0,18471.0,355.0,7606.0,817.0,1950.0,280.0,23897.0,1005.0,4149.0,513.0,7169.0,66.0,11207.0,0.0,6769.0,476.0,1930.0,304.4,2618.0,15.0,359.0,265.0,647.0,175.8,2592.0,255.0,368.0,122.7,1253.0,242.0,420.0,181.0,16.9,1.8,8.7,1.3,23897.0,1005.0,13.4,1.7,15.7,0.1,24.6,0.0,15.0,1.0,10.4,1.6,5.7,0.0,0.8,0.6,2.8,0.8,11.2,1.1,2.0,0.7,6.8,1.3,0.9,0.4,0.6092,0.4713,0.4023,0.6782,2.1609,0.5632,0.4713,0.7701,0.6092,0.8276,2.6782,0.908,0.3908,0.8161,1.2069,0.6437,0.3793,0.7241,0.8851,0.5517,0.0575,2.5977,0.5172,8.6437,0.7241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6188.0,856.0,13.7,1.9,43165.0,"(-83.76584791368889, 40.38846052905948)",0.1282288942140836,1.530701091401415
0500000US39161,39,OHIO,OH,Van Wert,39161,"Van Wert County, Ohio",409.1518755,28612.0,0.0,12662.0,86.0,11388.0,222.0,3747.0,521.0,1385.0,217.0,23686.0,1230.0,1780.0,215.0,4986.0,59.0,6860.0,26.0,4011.0,265.0,781.0,141.4,1468.0,21.0,77.0,87.6,185.0,60.9,801.0,149.0,130.0,61.7,438.0,100.0,346.0,188.0,13.3,1.8,9.7,1.5,23686.0,1230.0,9.1,1.1,17.4,0.2,24.0,0.1,14.2,0.9,6.9,1.2,5.1,0.1,0.3,0.3,1.5,0.5,6.3,1.2,1.1,0.5,3.8,0.9,1.2,0.7,0.2644,0.6322,0.4138,0.1724,1.4828,0.3103,0.8276,0.6322,0.4943,0.1034,2.0575,0.4943,0.3333,0.3103,0.6437,0.2299,0.1034,0.4943,0.4253,0.046,0.2299,1.2989,0.046,5.4828,0.1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2986.0,380.0,10.5,1.3,26621.0,"(-84.58611591194472, 40.85540738366101)",0.11353590805087778,1.534125210851657
0500000US39033,39,OHIO,OH,Crawford,39033,"Crawford County, Ohio",401.78533698,43036.0,0.0,20082.0,77.0,17625.0,277.0,6869.0,758.0,1830.0,252.0,21938.0,912.0,3763.0,320.0,8027.0,50.0,9741.0,77.0,6673.0,486.0,1437.0,230.1,1640.0,12.0,43.0,91.3,543.0,139.3,837.0,157.0,133.0,73.1,941.0,193.0,554.0,170.0,16.3,1.8,9.3,1.3,21938.0,912.0,12.6,1.1,18.7,0.1,22.6,0.2,15.7,1.1,8.2,1.3,3.8,0.0,0.1,0.2,2.7,0.7,4.2,0.8,0.8,0.4,5.3,1.1,1.3,0.4,0.5632,0.5632,0.7241,0.5517,2.4023,0.6437,0.9425,0.3103,0.6667,0.3103,2.2299,0.6552,0.1954,0.092,0.2874,0.069,0.3563,0.2529,0.092,0.2299,0.2874,1.2184,0.0345,6.1379,0.2644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4455.0,481.0,10.5,1.1,38704.0,"(-82.9197770411835, 40.85076933932193)",0.11138177751591559,1.3576513006584694
0500000US39077,39,OHIO,OH,Huron,39077,"Huron County, Ohio",491.49445405,59186.0,0.0,25150.0,129.0,22507.0,310.0,8115.0,860.0,2366.0,227.0,22666.0,598.0,4712.0,369.0,8529.0,70.0,15046.0,50.0,7960.0,575.0,2224.0,274.6,5288.0,58.0,920.0,316.3,738.0,160.1,2076.0,303.0,455.0,134.8,1621.0,243.0,900.0,319.0,13.9,1.5,8.1,0.8,22666.0,598.0,12.0,0.9,14.4,0.1,25.4,0.1,13.6,1.0,9.9,1.2,8.9,0.1,1.7,0.6,2.9,0.6,8.3,1.2,2.0,0.6,7.2,1.1,1.5,0.5,0.3333,0.3218,0.5747,0.5172,1.7471,0.4483,0.2529,0.9195,0.3563,0.7126,2.2414,0.6897,0.6207,0.9655,1.5862,0.8506,0.4023,0.6322,0.908,0.6322,0.3678,2.9425,0.7126,8.5172,0.6782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6267.0,572.0,10.7,1.0,56990.0,"(-82.5984061948421, 41.146152345710604)",0.13746481624806442,1.5810664089229827
0500000US39087,39,OHIO,OH,Lawrence,39087,"Lawrence County, Ohio",453.37048504,62100.0,0.0,27474.0,80.0,23622.0,560.0,10652.0,1148.0,2265.0,360.0,21760.0,1006.0,6290.0,668.0,10247.0,127.0,14378.0,130.0,12931.0,662.0,2129.0,340.8,3107.0,87.0,29.0,100.8,475.0,112.5,4380.0,415.0,418.0,141.4,1581.0,269.0,653.0,162.0,17.4,1.9,8.5,1.4,21760.0,1006.0,14.7,1.6,16.5,0.2,23.2,0.2,21.0,1.1,9.0,1.4,5.0,0.1,0.0,0.2,1.7,0.4,15.9,1.5,1.8,0.6,6.7,1.1,1.1,0.3,0.6552,0.3908,0.7356,0.7931,2.5747,0.6897,0.6667,0.4023,0.977,0.5287,2.5747,0.8851,0.3218,0.0345,0.3563,0.092,0.1379,0.8736,0.7701,0.5287,0.1379,2.4483,0.4483,7.954,0.5517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7045.0,726.0,11.4,1.2,50445.0,"(-82.53677866066334, 38.59841852010695)",0.12250266371504905,1.7910368264154903
0500000US39131,39,OHIO,OH,Pike,39131,"Pike County, Ohio",440.28154616,28504.0,0.0,12534.0,92.0,10944.0,300.0,6765.0,947.0,1884.0,317.0,20292.0,1050.0,4403.0,405.0,4359.0,86.0,6977.0,92.0,6337.0,728.0,1184.0,203.8,1186.0,21.0,67.0,122.3,148.0,64.0,3138.0,324.0,200.0,89.6,1010.0,203.0,489.0,146.0,24.2,3.4,16.1,2.5,20292.0,1050.0,22.9,2.1,15.3,0.3,24.5,0.3,22.5,2.6,10.8,1.8,4.2,0.1,0.3,0.5,1.2,0.5,25.0,2.6,1.8,0.8,9.2,1.8,1.7,0.5,0.9655,1.0,0.8736,0.977,3.8161,0.9885,0.3678,0.7356,1.0,0.8736,2.977,0.9885,0.2299,0.2874,0.5172,0.1839,0.0345,0.977,0.8276,0.9195,0.4138,3.1724,0.8161,10.4828,0.9655,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,4124.0,482.0,14.7,1.7,28726.0,"(-83.06676497485866, 39.07731963793957)",0.11965138459458406,1.594923958931726
0500000US39009,39,OHIO,OH,Athens,39009,"Athens County, Ohio",503.62498893,64840.0,0.0,26315.0,244.0,22208.0,531.0,17485.0,1167.0,3458.0,434.0,17069.0,529.0,3641.0,297.0,6920.0,78.0,10087.0,0.0,9038.0,669.0,1672.0,312.6,6361.0,37.0,245.0,122.4,2489.0,292.8,4062.0,343.0,249.0,104.7,2018.0,292.0,9493.0,592.0,31.6,2.0,11.5,1.5,17069.0,529.0,10.6,0.9,10.7,0.1,15.6,0.0,14.1,1.0,7.5,1.4,9.8,0.1,0.4,0.2,9.5,1.1,15.4,1.3,1.1,0.5,9.1,1.3,14.6,0.9,1.0,0.8966,1.0,0.3103,3.2069,0.8851,0.0345,0.0115,0.4713,0.2069,0.7241,0.023,0.6897,0.4483,1.1379,0.6092,0.908,0.8391,0.4023,0.908,0.9885,4.046,1.0,9.1149,0.7816,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,5992.0,600.0,9.3,0.9,79622.0,"(-82.04520579266548, 39.333888426423094)",0.13754088546173057,1.8521611984188253
0500000US39085,39,OHIO,OH,Lake,39085,"Lake County, Ohio",228.03829219,229602.0,0.0,101468.0,206.0,94089.0,720.0,20848.0,1387.0,9039.0,648.0,29556.0,517.0,14167.0,755.0,38956.0,40.0,49429.0,0.0,25735.0,1038.0,7221.0,475.4,22850.0,129.0,2450.0,362.3,9881.0,532.1,1892.0,271.0,751.0,157.1,5460.0,480.0,3054.0,359.0,9.2,0.6,7.2,0.5,29556.0,517.0,8.7,0.5,17.0,0.1,21.5,0.0,11.3,0.5,7.7,0.5,10.0,0.1,1.1,0.2,9.7,0.5,1.9,0.3,0.8,0.2,5.8,0.5,1.3,0.2,0.0805,0.1609,0.069,0.1264,0.4368,0.0805,0.7816,0.1839,0.1034,0.2299,1.2989,0.1034,0.7011,0.908,1.6092,0.8736,0.9195,0.1034,0.1149,0.3448,0.3333,1.8161,0.1954,5.1609,0.1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,20557.0,1299.0,9.0,0.6,212239.0,"(-81.23732522182527, 41.69656187212933)",0.06479289283413879,1.3766400228663342
0500000US39013,39,OHIO,OH,Belmont,39013,"Belmont County, Ohio",532.12839379,69793.0,0.0,32295.0,172.0,28007.0,383.0,9555.0,945.0,2955.0,380.0,23285.0,647.0,5430.0,433.0,12648.0,58.0,13453.0,38.0,10988.0,667.0,1915.0,228.9,4621.0,18.0,60.0,100.2,1253.0,216.4,2861.0,337.0,149.0,85.9,2221.0,270.0,4015.0,384.0,14.5,1.4,9.0,1.1,23285.0,647.0,10.7,0.9,18.1,0.1,19.3,0.1,16.7,1.0,6.8,0.8,6.6,0.0,0.1,0.2,3.9,0.7,8.9,1.0,0.5,0.3,7.9,0.9,5.8,0.6,0.4023,0.5057,0.4828,0.3333,1.7241,0.4253,0.8621,0.023,0.7931,0.092,1.7701,0.3103,0.4943,0.0805,0.5747,0.2069,0.5632,0.6667,0.0,0.7356,0.8966,2.8621,0.6667,6.931,0.3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7013.0,669.0,10.6,1.0,61849.0,"(-80.98846138999811, 40.01583727171465)",0.1479073418413948,1.6809854595447362
0500000US39135,39,OHIO,OH,Preble,39135,"Preble County, Ohio",424.22510877,41887.0,0.0,17870.0,69.0,16151.0,252.0,5280.0,645.0,1674.0,265.0,23603.0,1148.0,3624.0,324.0,6771.0,41.0,9920.0,25.0,6705.0,463.0,1326.0,202.4,1270.0,24.0,116.0,101.3,366.0,125.9,806.0,131.0,166.0,66.9,722.0,162.0,422.0,149.0,12.8,1.6,8.0,1.2,23603.0,1148.0,12.6,1.1,16.2,0.1,23.7,0.1,16.1,1.1,8.2,1.2,3.0,0.1,0.3,0.3,2.0,0.7,4.5,0.7,1.0,0.4,4.5,1.0,1.0,0.4,0.2299,0.2874,0.4368,0.5517,1.5057,0.3218,0.6092,0.5747,0.7241,0.3218,2.2299,0.6552,0.0575,0.3218,0.3793,0.1149,0.2759,0.2874,0.3103,0.0805,0.1034,1.0575,0.0115,5.1724,0.1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4511.0,549.0,10.9,1.3,33680.0,"(-84.64797980520655, 39.74152618171371)",0.11605481998957017,1.3624506155442186
0500000US39027,39,OHIO,OH,Clinton,39027,"Clinton County, Ohio",408.68434768,41871.0,0.0,18075.0,116.0,16052.0,311.0,6855.0,753.0,2165.0,302.0,22828.0,1522.0,3449.0,418.0,5978.0,63.0,10243.0,151.0,5690.0,463.0,1989.0,274.1,2668.0,59.0,76.0,104.2,941.0,199.7,1479.0,199.0,216.0,94.4,1112.0,192.0,1167.0,223.0,16.9,1.9,10.6,1.4,22828.0,1522.0,12.5,1.5,14.3,0.1,24.5,0.4,13.7,1.1,12.4,1.7,6.4,0.1,0.2,0.3,5.2,1.1,8.2,1.1,1.3,0.6,6.9,1.2,2.8,0.5,0.6092,0.7701,0.5517,0.5402,2.4713,0.6552,0.2299,0.7241,0.3793,1.0,2.3333,0.7586,0.4483,0.1954,0.6437,0.2299,0.7241,0.6207,0.5632,0.5632,0.6897,3.1609,0.8046,8.6092,0.7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4673.0,615.0,11.2,1.5,43645.0,"(-83.80836877642379, 39.41498202415132)",0.11168982013745703,1.3865052288570705
0500000US39129,39,OHIO,OH,Pickaway,39129,"Pickaway County, Ohio",501.32042408,56279.0,0.0,21225.0,154.0,19435.0,346.0,6597.0,983.0,1945.0,284.0,24341.0,952.0,5700.0,506.0,7714.0,36.0,12779.0,79.0,7982.0,639.0,1794.0,277.0,3704.0,16.0,8.0,105.0,422.0,144.3,1842.0,264.0,245.0,95.9,1040.0,238.0,4358.0,382.0,12.8,1.9,7.4,1.1,24341.0,952.0,14.9,1.3,13.7,0.1,22.7,0.1,15.3,1.2,9.2,1.4,6.6,0.0,0.0,0.2,2.0,0.7,8.7,1.2,1.3,0.5,5.4,1.2,7.7,0.7,0.2299,0.2069,0.3563,0.8276,1.6207,0.3678,0.1264,0.3333,0.6437,0.5747,1.6782,0.2759,0.4598,0.0115,0.4713,0.1494,0.2414,0.6552,0.4828,0.2529,0.9425,2.5747,0.4943,6.3448,0.2759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5109.0,601.0,9.8,1.2,48239.0,"(-83.02439177913631, 39.64192702188798)",0.13766256953128939,1.739841583932643
